ID,Wert,demand_std_MWh/y,Aenderung
ID_00BD9DFF-D3F8-4FC4-A4E3-A3251FF201D1,102.01593173333333,222.59120689200688,-54.16893004995128
ID_052EFA06-1276-49DE-AA9F-5A43BA3EB7E6,119.68525653333333,140.39746039063445,-14.752548799438808
ID_07098258-C4C1-406E-AC36-AA354D918B3B,112.2292167111111,177.34463256026737,-36.71687995802634
ID_07934F4E-E7EB-4074-AFFB-9E57F8DBA878,118.23703836444443,162.15957600871246,-27.08599684665442
ID_08433A4A-0FD8-469E-A123-134585FF2C85,87.3399546311111,129.1454772720468,-32.370876258308115
ID_0B1E879E-CBCD-486B-A8A9-DF2F7DBDA669,138.89196487111113,142.27193995590517,-2.375714484417382
ID_1433A8E9-B0C8-41AF-A5C1-90386C51FDFB,389.4989437155555,400.9923304035581,-2.8662360390872497
ID_1551DDFE-239F-4C1C-A2F4-1B4CB13FE771,122.20239416888889,153.9625619095651,-20.62850042683206
ID_16D39EFA-C27D-4C05-A14B-4E960228B43C,115.75432533333333,166.7111154863498,-30.56592237677684
ID_1B890C1C-705D-40D2-A3D9-91304D5A91FA,137.70029283555556,144.65817640499296,-4.809879221730078
ID_1E9C5534-D14D-44F4-A17D-4CDBCA4C96B1,95.78309404444444,192.6418100304881,-50.27917665989252
ID_2062186A-F888-483B-AADF-16AFC1024B6D,55.47222812444445,163.3952741999185,-66.05028609543952
ID_20F6A3D3-7F5C-40BA-A83B-E1DCB84B70FD,161.75671978666665,228.4136943618992,-29.18256489018608
ID_252A130F-A312-4419-ACF1-865F6BFE0C60,162.8022738488889,233.23114551206365,-30.197026863006123
ID_2677E049-677D-4FDD-A4FF-E49F3B675476,135.16461397333333,89.99726625731255,50.18746634690229
ID_2BDC80E6-528D-47E2-AD8E-43022A27EBD2,19.967085226666665,131.06996504472176,-84.7660864028965
ID_3096C387-3504-4A03-A2DD-01FA7C0CDF69,123.59252195555555,189.64632456298617,-34.82999354701047
ID_31964E17-27B4-4EB6-AE18-5B0DDA0E8B6E,190.62614698666667,246.63586011979797,-22.70947667785447
ID_36447108-7E45-4AA4-A29C-BAAF9AEFEE30,158.3781569422222,145.51992223473596,8.836064856291516
ID_36467505-D146-4455-A81B-8DAAECA422F7,59.576411022222224,115.08322964271566,-48.23189164296
ID_3BD42888-8339-4367-AC46-23C91019DB59,98.67609884444444,195.00228574800275,-49.39746553947504
ID_3CD3BC70-0A46-4E12-ADE4-C009D7A0F63D,67.15193571555557,177.2372078503731,-62.111829378260985
ID_3DCBB29F-0EA9-4A85-A0D1-04CB02DEE0C3,267.86724067555554,244.1181518855008,9.728522277685366
ID_4196AC4A-6138-477F-ACA5-6D2F623DB60F,319.08455310222223,170.7987830534846,86.81898512257129
ID_42197385-88BB-4330-A4DD-C95FABC4789C,4.730853831111111,76.24000658331451,-93.79478827045841
ID_442AD34D-79A7-4C95-A37D-FDE3780FAB06,107.61216910222223,141.7868760467682,-24.102870376573858
ID_48A3B296-A255-40DA-A894-B59470AD1A96,152.7016197688889,176.05536050381772,-13.264998389198388
ID_499EEC9E-20B5-402E-A9DC-10E1B5226B69,135.9488523377778,175.52930169726042,-22.54919775602365
ID_4D956F1C-891B-4FF7-A39A-261C5DCB1C38,193.04639146666665,265.0862379909621,-27.176003956399875
ID_4E9325D3-E36A-495D-A232-F5B9E565D5FA,120.74485532444444,158.74877397178773,-23.939661199586464
ID_4F5CA396-61FB-4F8C-AA8C-980DE0CABFC7,66.15263004444445,150.31294110599129,-55.9900634252125
ID_52BCE5F7-7D72-42BD-A27A-AB3B1964FF56,149.25359786666667,168.32150154011518,-11.328263768431366
ID_5741BB99-5D97-484D-A687-68D78964C55B,84.38892316444445,125.8790682189913,-32.960321077660524
ID_5765D6AE-760B-4FDD-A84B-F9E546567668,184.52470897777778,229.28751271469935,-19.5225650132197
ID_5CCAC3A1-7741-48C4-A055-81A2AD879D8D,404.1267973688889,193.30347827183135,109.06338622659912
ID_5D7CF0BA-B1C8-40BC-A949-2028E179C160,182.14609806222222,145.5882366771406,25.11045000576047
ID_61853241-5886-4EE6-ABC5-400B67BFC9CE,88.05172110222222,183.82688634155542,-52.100738442243056
ID_64A87F72-2EFC-476B-AFDC-CB4149AA3FD3,101.17350286222222,162.43603938018606,-37.71486718817194
ID_65B91218-7CF0-42EA-AF12-D608B965B68B,305.13252124444443,115.97080705273326,163.1114924514556
ID_660E743D-D651-4991-A293-A685DBD00A19,1.64670208,81.32029202281403,-97.97504160518999
ID_6706B808-9296-4FB3-AD98-0625F471E44B,114.87739904,134.23376315614627,-14.419892328899506
ID_6CE8A1FF-80C5-40C6-AF03-033D36166EA5,160.6201252977778,161.71610783534976,-0.6777200813463948
ID_6DE4C622-675F-4460-A509-C260F92E9DF1,220.44016639999998,202.67370461635375,8.766041858896706
ID_6E15C927-C8E4-4C99-ABF8-7AEA681557AD,75.46723441777779,172.44486725790057,-56.23689146693332
ID_6F03BCBA-2FB8-4CF0-A93A-97347EFECD70,136.6533370311111,130.19394317056324,4.961362797104625
ID_71BF15D4-9C68-4AB1-A5C8-8910A954306E,92.70925539555554,127.73898636452327,-27.42289724219737
ID_740BF716-D12E-42D4-AAA4-3A4BC223DD52,245.14387057777776,233.2600991399401,5.094643911090941
ID_78407ECF-A8C4-4D4F-AB0F-B2ABCD4CD82F,155.31489507555554,209.3578234151163,-25.813665550202064
ID_7846F48C-9D67-44C1-A3B5-D58E3897074E,24.39355960888889,61.84593261002283,-60.55753615568303
ID_7A290BDB-E38B-4496-AC64-40DA7E10A80A,49.83928604444444,129.27284219075491,-61.44643747299868
ID_7C77E7C8-D511-42CF-AAF8-7C310EB1548B,113.8664607288889,139.21475359581981,-18.208050664316982
ID_7C7BE9B1-1861-46C8-A258-2F6F9EE40521,13.659806151111113,31.637150369607735,-56.82352553397659
ID_7D720B30-DCCD-4E7A-AED2-8F7BF10AA72B,98.2217068088889,137.99014321104661,-28.819766018602195
ID_802BCFDB-E6BA-4444-AB81-EB62D498BA4C,94.15600810666666,183.06610026545272,-48.56720716170994
ID_8073757C-9B2B-42C9-A241-E2511B60C796,175.45676572444444,272.4601468360398,-35.60277796149386
ID_80E5A92F-3773-488F-A82A-A00FE02D2D2C,125.65588650666666,127.68194167427815,-1.5867985253388752
ID_8349144D-9090-48CA-A59F-7516919423D7,146.68687132444444,153.3370303167794,-4.336955645088711
ID_8394F97E-D818-4667-AEC9-222352374ED8,138.88516551111113,156.0909226833287,-11.022906954765048
ID_843C9EB6-CD9F-46F2-AE45-C964BA7A719B,266.20204373333337,236.36435112925673,12.623601004772409
ID_876F92A6-DCF4-4FA4-A37C-E6E826C3399C,100.34408106666666,109.27379554036304,-8.171871791895398
ID_8B5A9FF2-41B1-4D78-AAF8-90EB5EE81ACE,135.69946965333332,178.5044017679948,-23.979762790553355
ID_8BD769DF-AE07-47FE-A332-FC80E4AF35B9,131.56915427555555,192.94836006470877,-31.811208848092086
ID_8BDAA126-FC07-4647-AA45-1FC8F20D2228,116.82833294222222,169.37982598595235,-31.025827744142642
ID_8C102946-8B18-43EA-A25F-702AA99CC915,98.95910513777778,100.00642389279149,-1.047251480701328
ID_9090A5C3-B56C-424B-ACF7-07971BEEF7C1,190.2104849066667,134.79836830397429,41.107409013836474
ID_93A159D8-C7DA-4348-ADC0-F83821D97B94,227.57239466666667,185.76702926615138,22.50419009533714
ID_962B9583-6BDA-43F2-A5FE-046BEA440B3F,105.86460615111112,148.968248060205,-28.934784741291786
ID_96BEDB70-FBC2-4255-AC70-A9D53DF6B95E,221.42244181333334,174.9217656169945,26.58369930827012
ID_96C8EF02-E040-4C21-A340-DC7839352C55,233.9154238577778,226.1595521982415,3.42938053429547
ID_970C08BB-A0A4-4A6A-ADE1-B588F18A8150,385.3261573688889,357.1222546278878,7.89754835368321
ID_9868CE2E-431C-4815-A4D8-9025F78E9AB3,153.6673018311111,192.475518355858,-20.16267671662865
ID_9BFE4732-0CC9-4B8A-AEBB-FA288B1BF240,260.63252138666667,110.33091522503013,136.22800631634613
ID_A2D003DE-0F12-4DF1-A207-A9E143A6C31C,103.5574112711111,115.0031352526977,-9.952532125699683
ID_A47CDFB3-BD6E-4F74-A6F0-826E1B693DC7,138.7867431822222,204.57992487435604,-32.160135816132055
ID_A4F9B771-1AED-4CD8-AB1D-868A21C313F2,280.2517060266667,227.47929826824023,23.19877376102946
ID_A621ABFA-F96B-45BB-A798-FC26D410ED3E,142.19704547555554,127.83505932684302,11.234778803514635
ID_A7F98362-3BEB-4C9A-AB0E-C77D86461689,103.21966421333333,133.597530995909,-22.73834445601087
ID_A8CBB60C-E2B0-4442-AFC8-762AE59ABCBD,113.08689180444445,180.00991152954978,-37.177408264055224
ID_A9AD5578-1921-4D99-A890-4C2B4866287A,19.60589312,17.070482320980876,14.852602002363573
ID_AC2FA23D-35EB-4798-AC3A-D1EF66330CE0,199.3633700977778,215.65851186821914,-7.555992865423601
ID_AC7EDCA8-21B1-4A37-A10F-4BF9FB85FC45,174.81504085333333,337.9433158654403,-48.27089850685496
ID_AE3E13E3-3997-4913-A815-85AA0B78CDB3,119.30730496,160.0764945650478,-25.468567209585576
ID_AFBFF4D9-BFE8-41AB-A694-9903E9EAC569,118.56718506666667,168.59035798559717,-29.671431697893436
ID_B0CE3253-C50D-49A4-AD3F-C6CAEC18AFD1,129.61539868444444,146.71140976852706,-11.65281630859913
ID_B1B2DAF2-3A46-4789-A5CF-7D2CA88CDAB3,125.43302769777779,181.38760797573033,-30.848072204270576
ID_B577F913-0C81-448C-A308-155E2F158427,231.11337756444445,276.2198540669298,-16.329918301801648
ID_BE29A20B-27A9-4530-A441-A63CF1BB157A,0.22823937777777778,11.270786066319646,-97.97494712050455
ID_C1E068A3-4A22-4BD9-A8A1-2977BDBC06D3,118.79890033777778,124.00521521071616,-4.198464446911798
ID_C5CF275A-F8E0-4124-A9DF-F05F8D2C58F1,63.24086101333334,126.22514214108729,-49.89836419225712
ID_C64F8F99-6241-4B16-A7FB-47005D4716B7,142.87335879111112,168.53349864009652,-15.22554272950962
ID_C65829EE-DB94-4DF5-A4D2-20943290F798,246.93209315555555,243.4149414714078,1.4449202102743135
ID_C67ED87C-7D4E-4B71-A29B-36154EE86428,71.43049898666668,171.74507941309795,-58.40899824858732
ID_CB0E118F-D659-4BEE-A91E-2399D9BE0B0B,144.30305393777778,168.7658977756768,-14.495134479369149
ID_CC4B4682-73A6-414E-A980-C65E86D1D4F9,160.32801678222222,148.2785700126023,8.126222668991094
ID_CDCEF7AC-D9BC-40A7-AFAC-80BD04A8F158,144.01721685333334,214.4585774301258,-32.846138131147235
ID_CE04F4A6-299B-41F4-A95A-52ECE10086FB,150.53409848888887,183.1528448276468,-17.809576678676923
ID_CFD9F21C-5AE0-4481-A899-F9B2F5D042F9,71.77790805333333,167.81842061507152,-57.22882637659201
ID_D0562445-F391-4725-A813-4A9C75EC7251,120.90636515555556,173.33410535852403,-30.246638475750053
ID_D2CE023A-D5E0-4E8E-A330-E161739BF000,227.18418488888886,274.7068158325596,-17.299400016575092
ID_D8D8D968-1AFD-436A-A53B-30F7A91F47C4,132.2571821511111,121.17163672331384,9.148630593403844
ID_DFB6EFDA-92A2-4646-A91F-1E8F4F107482,190.51855872,143.48447865586317,32.779907976628294
ID_E1BEDAC5-6262-4C7C-A5CF-62DF8A8E4A93,212.9398260622222,244.6732899944864,-12.969729525024693
ID_E5521D64-4C87-4338-ADF7-F87353E64A04,106.28095089777777,159.95028860032826,-33.55376109176982
ID_E6C4C950-DE5B-49CE-A014-000A18761655,118.66846549333334,138.8690751873015,-14.54651416575095
ID_E85B909B-3CC9-42C0-A29E-05B2BC4C733D,106.06448184888889,169.8753214936509,-37.56333708963543
ID_E96E3475-25A5-4477-A9C5-991A4FE66CC6,112.97607224888888,120.55350539976368,-6.285535311269058
ID_EC28993C-706A-4E0F-AF4A-BC42206E547A,146.3230737066667,160.67837828032677,-8.93418562428802
ID_EC35ABFE-5DC8-4055-A019-79A787C12322,60.48480369777778,163.35115468548037,-62.972527611306795
ID_F6931FBC-8067-47B6-AC96-BCB95F10600F,121.8993720888889,171.94913937934328,-29.107308981662168
ID_F9EE9ADD-2E38-4ECB-A8A8-415271F1C3D6,122.94317852444445,90.88804647178098,35.26880959270698
ID_FC04B27A-B979-4A78-AF13-23C88244A821,227.56434830222224,202.95351406422495,12.12634053244782
ID_FC108A21-949E-4212-A026-F3FDEB432200,70.11266104888888,178.28731203224518,-60.6743406192538
ID_FDD304D6-DD48-450B-AB13-B5FE75257E1A,130.55052458666665,156.48204730147899,-16.57156406245922
ID_FFA43F9F-E452-4C69-AB70-BC9C45F50140,323.30656426666667,421.9751779586772,-23.382563441130383
